Krizia Houston Buck - UCA Summer 2017 - Graduate Project - Dr. Emre Celebi 

Time Result(s) - Image, Clusters, Initialization, Presentation Style, Learning Rate, SSE, MSE, MAE: (in seconds) 
2, 32, 2, 2, 1, 146421361906, 372368, 350.360254924 - 395.351999998 * Output2_K32_RI_RPS_LR1.PNG
2, 32, 2, 2, 2, 180057759392, 457910, 383.5071462 - 401.559999943 * Output2_K32_RI_RPS_LR2.PNG
2, 32, 2, 2, 3, 148211023405, 376920, 406.954978943 - 402.851999998 * Output2_K32_RI_RPS_LR3.PNG
2, 32, 3, 1, 1, 397938172203, 1012009, 419.440162659 - 305.850999832 * Output2_K32_MCCI_LPS_LR1.PNG
2, 32, 3, 1, 2, 489433268937, 1244693, 608.46715037 - 317.595999956 * Output2_K32_MCCI_LPS_LR2.PNG
2, 32, 3, 1, 3, 5015358363892, 12754715, 1758.69535319 - 326.236999989 * Output2_K32_MCCI_LPS_LR3.PNG
2, 32, 3, 2, 1, 121267048030, 308398, 281.223653158 - 358.404999971 * Output2_K32_MCCI_RPS_LR1.PNG
2, 32, 3, 2, 2, 56249944057, 143051, 230.518180847 - 380.256999969 * Output2_K32_MCCI_RPS_LR2.PNG
2, 32, 3, 2, 3, 94828600434, 241161, 336.847142537 - 390.339999914 * Output2_K32_MCCI_RPS_LR3.PNG
2, 32, 4, 1, 1, 62472301773, 158875, 241.105537415 - 320.533000231 * Output2_K32_MI_LPS_LR1.PNG
2, 32, 4, 1, 2, 499690272118, 1270778, 620.431905111 - 318.315000057 * Output2_K32_MI_LPS_LR2.PNG
2, 32, 4, 1, 3, 5015358363892, 12754715, 1758.69535319 - 345.858999968 * Output2_K32_MI_LPS_LR3.PNG
2, 32, 4, 2, 1, 49896136939, 126892, 247.093345642 - 376.298999786 * Output2_K32_MI_RPS_LR1.PNG
2, 32, 4, 2, 2, 54175233983, 137774, 235.774752299 - 384.60800004 * Output2_K32_MI_RPS_LR2.PNG
2, 32, 4, 2, 3, 101876844839, 259086, 322.298998515 - 393.454999924 * Output2_K32_MI_RPS_LR3.PNG
2, 64, 2, 1, 1, 50330443905, 127996, 210.172615051 - 610.64199996 * Output2_K64_RI_LPS_LR1.PNG
2, 64, 2, 1, 2, 471433122196, 1198916, 591.391184489 - 640.45299983 * Output2_K64_RI_LPS_LR2.PNG
2, 64, 2, 1, 3, 7089472764319, 18029461, 1839.89315033 - 630.549000025 * Output2_K64_RI_LPS_LR3.PNG
2, 64, 2, 2, 1, 71269817497, 181248, 271.987332662 - 699.444999933 * Output2_K64_RI_RPS_LR1.PNG
2, 64, 2, 2, 2, 41821001867, 106356, 207.46672821 - 712.973999977 * Output2_K64_RI_RPS_LR2.PNG
2, 64, 2, 2, 3, 86249904836, 219344, 258.552220662 - 715.944000006 * Output2_K64_RI_RPS_LR3.PNG
2, 64, 3, 1, 1, 66186563383, 168321, 204.354911804 - 579.878000021 * Output2_K64_MCCI_LPS_LR1.PNG
2, 64, 3, 1, 2, 339029975945, 862197, 435.953381856 - 593.059000015 * Output2_K64_MCCI_LPS_LR2.PNG
2, 64, 3, 1, 3, 4470793100600, 11369814, 1461.91000366 - 598.653000116 * Output2_K64_MCCI_LPS_LR3.PNG
2, 64, 3, 2, 1, 51576604954, 131166, 182.095250448 - 644.621999979 * Output2_K64_MCCI_RPS_LR1.PNG
2, 64, 3, 2, 2, 23150322979, 58874, 131.207822164 - 667.848999977 * Output2_K64_MCCI_RPS_LR2.PNG
2, 64, 3, 2, 3, 23732980663, 60356, 171.479993184 - 686.317000151 * Output2_K64_MCCI_RPS_LR3.PNG
2, 64, 4, 1, 1, 15821265590, 40235, 133.99156189 - 640.31400013 * Output2_K64_MI_LPS_LR1.PNG
2, 64, 4, 1, 2, 183296882712, 466148, 363.060109456 - 626.970000029 * Output2_K64_MI_LPS_LR2.PNG
2, 64, 4, 1, 3, 4460075271502, 11342557, 1453.11384583 - 655.798000097 * Output2_K64_MI_LPS_LR3.PNG
2, 64, 4, 2, 1, 16010892730, 40717, 134.29918925 - 691.364000082 * Output2_K64_MI_RPS_LR1.PNG
2, 64, 4, 2, 2, 15431558990, 39244, 126.670776367 - 671.969000101 * Output2_K64_MI_RPS_LR2.PNG
2, 64, 4, 2, 3, 29321126121, 74567, 166.467374166 - 702.616000175 * Output2_K64_MI_RPS_LR3.PNG
2, 128, 2, 1, 1, 16390698271, 41683, 137.227912903 - 1161.38199997 * Output2_K128_RI_LPS_LR1.PNG
2, 128, 2, 1, 2, 156576574127, 398194, 334.791567485 - 1190.21099997 * Output2_K128_RI_LPS_LR2.PNG
2, 128, 2, 1, 3, 3921267506729, 9972298, 1272.96306101 - 1164.53799987 * Output2_K128_RI_LPS_LR3.PNG
2, 128, 2, 2, 1, 14846412075, 37756, 128.840253194 - 1290.55900002 * Output2_K128_RI_RPS_LR1.PNG
2, 128, 2, 2, 2, 16658048652, 42363, 132.450917562 - 1295.89600015 * Output2_K128_RI_RPS_LR2.PNG
2, 128, 2, 2, 3, 21568938356, 54852, 153.557815552 - 1309.78100014 * Output2_K128_RI_RPS_LR3.PNG
2, 128, 3, 1, 1, 43989375793, 111870, 156.618451436 - 1138.45600009 * Output2_K128_MCCI_LPS_LR1.PNG
2, 128, 3, 1, 2, 41271242226, 104958, 161.217600505 - 1125.47500014 * Output2_K128_MCCI_LPS_LR2.PNG
2, 128, 3, 1, 3, 3767743144232, 9581866, 1151.14873759 - 1160.10400009 * Output2_K128_MCCI_LPS_LR3.PNG
2, 128, 3, 2, 1, 34612709119, 88024, 138.139727275 - 1171.69200015 * Output2_K128_MCCI_RPS_LR1.PNG
2, 128, 3, 2, 2, 6595679798, 16773, 73.3900909424 - 1198.86100006 * Output2_K128_MCCI_RPS_LR2.PNG
2, 128, 3, 2, 3, 8518956004, 21664, 95.4336853027 - 1264.32300019 * Output2_K128_MCCI_RPS_LR3.PNG
2, 128, 4, 1, 1, 5286789194, 13445, 80.1201578776 - 1265.53900003 * Output2_K128_MI_LPS_LR1.PNG
2, 128, 4, 1, 2, 40554605661, 103135, 163.236223857 - 1221.63699985 * Output2_K128_MI_LPS_LR2.PNG
2, 128, 4, 1, 3, 3641332854490, 9260388, 1053.4969635 - 1283.34599996 * Output2_K128_MI_LPS_LR3.PNG
2, 128, 4, 2, 1, 5059983836, 12868, 78.4474080404 - 1314.62000012 * Output2_K128_MI_RPS_LR1.PNG
2, 128, 4, 2, 2, 5480147326, 13936, 72.7627868652 - 1279.37200022 * Output2_K128_MI_RPS_LR2.PNG
2, 128, 4, 2, 3, 9012378540, 22919, 99.3273366292 - 1324.72399998 * Output2_K128_MI_RPS_LR3.PNG
2, 256, 2, 1, 1, 8482068877, 21571, 101.487892151 - 2207.40799999 * Output2_K256_RI_LPS_LR1.PNG
2, 256, 2, 1, 2, 38882164003, 98882, 160.867474874 - 2277.24299979 * Output2_K256_RI_LPS_LR2.PNG
2, 256, 2, 1, 3, 3494416945954, 8886761, 1045.86428833 - 2218.04200006 * Output2_K256_RI_LPS_LR3.PNG
2, 256, 2, 2, 1, 6552481839, 16663, 87.4576339722 - 2477.5150001 * Output2_K256_RI_RPS_LR1.PNG
2, 256, 2, 2, 2, 7267392803, 18481, 83.9175898234 - 2500.23500013 * Output2_K256_RI_RPS_LR2.PNG
2, 256, 2, 2, 3, 9177278316, 23339, 101.971786499 - 2491.23000002 * Output2_K256_RI_RPS_LR3.PNG
2, 256, 3, 1, 1, 20794069784, 52882, 107.332346598 - 2206.19400001 * Output2_K256_MCCI_LPS_LR1.PNG
2, 256, 3, 1, 2, 13052485528, 33194, 92.4738871257 - 2233.28200006 * Output2_K256_MCCI_LPS_LR2.PNG
2, 256, 3, 1, 3, 2968687336892, 7549762, 841.022415161 - 2205.12999988 * Output2_K256_MCCI_LPS_LR3.PNG
2, 256, 3, 2, 1, 19079343359, 48521, 102.837191264 - 2251.10099983 * Output2_K256_MCCI_RPS_LR1.PNG
2, 256, 3, 2, 2, 2385178293, 6065, 43.9041824341 - 2254.33400011 * Output2_K256_MCCI_RPS_LR2.PNG
2, 256, 3, 2, 3, 2721003641, 6919, 57.3420283 - 2388.34100008 * Output2_K256_MCCI_RPS_LR3.PNG
2, 256, 4, 1, 1, 1773201509, 4509, 47.513130188 - 2484.91200018 * Output2_K256_MI_LPS_LR1.PNG
2, 256, 4, 1, 2, 11015487484, 28013, 90.6617431641 - 2389.29900002 * Output2_K256_MI_LPS_LR2.PNG
2, 256, 4, 1, 3, 3514004152579, 8936574, 938.806968689 - 2555.96599984 * Output2_K256_MI_LPS_LR3.PNG
2, 256, 4, 2, 1, 1732766776, 4406, 47.7740834554 - 2612.10299993 * Output2_K256_MI_RPS_LR1.PNG
2, 256, 4, 2, 2, 1787284670, 4545, 43.1320699056 - 2568.954 * Output2_K256_MI_RPS_LR2.PNG
2, 256, 4, 2, 3, 2768303206, 7040, 56.3684285482 - 2576.42500019 * Output2_K256_MI_RPS_LR3.PNG

Average of 108 run(s) in seconds: 
824.185833344
Average of 108 run(s) in minutes: 
13.7364305557
