Krizia Houston Buck - UCA Summer 2017 - Graduate Project - Dr. Emre Celebi 

Time Result(s) - Image, Clusters, Initialization, Presentation Style, Learning Rate, SSE, MSE, MAE: (in seconds) 
1, 64, 2, 1, 3, 285398809693, 725806, 396.695503235 - 596.58100009 * Output1_K64_RI_LPS_LR3.PNG
1, 64, 2, 2, 1, 31983456202, 81338, 169.91410319 - 697.626000166 * Output1_K64_RI_RPS_LR1.PNG
1, 64, 2, 2, 2, 27306709394, 69444, 141.095189412 - 690.50999999 * Output1_K64_RI_RPS_LR2.PNG
1, 64, 2, 2, 3, 37331987408, 94940, 176.146031698 - 702.601999998 * Output1_K64_RI_RPS_LR3.PNG
1, 64, 3, 1, 1, 79803817548, 202951, 209.019846598 - 569.835000038 * Output1_K64_MCCI_LPS_LR1.PNG
1, 64, 3, 1, 2, 36227221731, 92130, 144.32741038 - 577.45299983 * Output1_K64_MCCI_LPS_LR2.PNG
1, 64, 3, 1, 3, 117722653785, 299384, 260.400952657 - 590.593000174 * Output1_K64_MCCI_LPS_LR3.PNG
1, 64, 3, 2, 1, 83198693743, 211585, 212.673947652 - 628.749000072 * Output1_K64_MCCI_RPS_LR1.PNG
1, 64, 3, 2, 2, 21069279665, 53581, 108.992866516 - 633.338999987 * Output1_K64_MCCI_RPS_LR2.PNG
1, 64, 3, 2, 3, 19901147385, 50611, 139.509829203 - 679.235999823 * Output1_K64_MCCI_RPS_LR3.PNG
1, 64, 4, 1, 1, 17218797663, 43789, 138.337786357 - 632.343000174 * Output1_K64_MI_LPS_LR1.PNG
1, 64, 4, 1, 2, 36525398589, 92888, 140.337257385 - 609.006999969 * Output1_K64_MI_LPS_LR2.PNG
1, 64, 4, 1, 3, 114919761238, 292256, 269.736211141 - 646.883999825 * Output1_K64_MI_LPS_LR3.PNG
1, 64, 4, 2, 1, 15112407614, 38432, 130.371963501 - 684.374000072 * Output1_K64_MI_RPS_LR1.PNG
1, 64, 4, 2, 2, 16473417107, 41894, 109.66230011 - 648.205999851 * Output1_K64_MI_RPS_LR2.PNG
1, 64, 4, 2, 3, 20214088697, 51407, 138.392824809 - 694.292000055 * Output1_K64_MI_RPS_LR3.PNG
1, 128, 2, 1, 1, 11380752408, 28942, 111.668106079 - 1223.6650002 * Output1_K128_RI_LPS_LR1.PNG
1, 128, 2, 1, 2, 23952256705, 60913, 115.627011617 - 1226.80800009 * Output1_K128_RI_LPS_LR2.PNG
1, 128, 2, 1, 3, 92741116100, 235852, 225.248977661 - 1226.11100006 * Output1_K128_RI_LPS_LR3.PNG
1, 128, 2, 2, 1, 11050207106, 28102, 109.231196086 - 1315.67600012 * Output1_K128_RI_RPS_LR1.PNG
1, 128, 2, 2, 2, 12285058544, 31242, 98.4403330485 - 1316.25 * Output1_K128_RI_RPS_LR2.PNG
1, 128, 2, 2, 3, 12381329839, 31487, 115.234021505 - 1316.45299983 * Output1_K128_RI_RPS_LR3.PNG
1, 128, 3, 1, 1, 46754332145, 118902, 133.739453634 - 1153.24800014 * Output1_K128_MCCI_LPS_LR1.PNG
1, 128, 3, 1, 2, 13306003873, 33838, 81.4263280233 - 1149.73100019 * Output1_K128_MCCI_LPS_LR2.PNG
1, 128, 3, 1, 3, 24800958270, 63072, 130.103261312 - 1174.67700005 * Output1_K128_MCCI_LPS_LR3.PNG
1, 128, 3, 2, 1, 40773526165, 103692, 125.355908712 - 1189.78500009 * Output1_K128_MCCI_RPS_LR1.PNG
1, 128, 3, 2, 2, 6030876114, 15337, 62.4992523193 - 1209.14299989 * Output1_K128_MCCI_RPS_LR2.PNG
1, 128, 3, 2, 3, 7084174481, 18015, 85.1232579549 - 1263.3440001 * Output1_K128_MCCI_RPS_LR3.PNG
1, 128, 4, 1, 1, 5483775826, 13945, 79.6345062256 - 1253.41600013 * Output1_K128_MI_LPS_LR1.PNG
1, 128, 4, 1, 2, 11380945215, 28943, 81.3582483927 - 1214.42400002 * Output1_K128_MI_LPS_LR2.PNG
1, 128, 4, 1, 3, 45767163578, 116391, 161.464797974 - 1279.43700004 * Output1_K128_MI_LPS_LR3.PNG
1, 128, 4, 2, 1, 5534997266, 14076, 79.9109395345 - 1311.18900013 * Output1_K128_MI_RPS_LR1.PNG
1, 128, 4, 2, 2, 4991768860, 12694, 63.5891723633 - 1267.34899998 * Output1_K128_MI_RPS_LR2.PNG
1, 128, 4, 2, 3, 7434263254, 18906, 85.0524749756 - 1316.29200006 * Output1_K128_MI_RPS_LR3.PNG
1, 256, 2, 1, 1, 5988197254, 15228, 84.1887003581 - 2323.12199998 * Output1_K256_RI_LPS_LR1.PNG
1, 256, 2, 1, 2, 9660634878, 24568, 72.9837392171 - 2355.05100012 * Output1_K256_RI_LPS_LR2.PNG
1, 256, 2, 1, 3, 24018769628, 61082, 129.111068726 - 2347.00900006 * Output1_K256_RI_LPS_LR3.PNG
1, 256, 2, 2, 1, 6570505963, 16709, 87.3701451619 - 2481.66300011 * Output1_K256_RI_RPS_LR1.PNG
1, 256, 2, 2, 2, 4484753412, 11405, 58.9464009603 - 2512.83999991 * Output1_K256_RI_RPS_LR2.PNG
1, 256, 2, 2, 3, 5283970812, 13437, 70.4356333415 - 2506.30200005 * Output1_K256_RI_RPS_LR3.PNG
1, 256, 3, 1, 1, 22867773654, 58155, 86.3998616536 - 2237.67999983 * Output1_K256_MCCI_LPS_LR1.PNG
1, 256, 3, 1, 2, 4354746832, 11074, 48.3301493327 - 2232.75800014 * Output1_K256_MCCI_LPS_LR2.PNG
1, 256, 3, 1, 3, 8178673877, 20799, 78.9505793254 - 2227.30099988 * Output1_K256_MCCI_LPS_LR3.PNG
1, 256, 3, 2, 1, 19562886669, 49750, 78.2468846639 - 2272.51699996 * Output1_K256_MCCI_RPS_LR1.PNG
1, 256, 3, 2, 2, 2776768890, 7061, 39.3837941488 - 2277.18499994 * Output1_K256_MCCI_RPS_LR2.PNG
1, 256, 3, 2, 3, 2660319457, 6765, 49.6174901326 - 2390.69400001 * Output1_K256_MCCI_RPS_LR3.PNG
1, 256, 4, 1, 1, 1950141783, 4959, 47.2001978556 - 2489.09299994 * Output1_K256_MI_LPS_LR1.PNG
1, 256, 4, 1, 2, 4116370446, 10468, 47.4895324707 - 2393.37400007 * Output1_K256_MI_LPS_LR2.PNG
1, 256, 4, 1, 3, 7657503381, 19474, 74.5876998901 - 2539.71499991 * Output1_K256_MI_LPS_LR3.PNG
1, 256, 4, 2, 1, 1913889900, 4867, 47.4574279785 - 2605.65100002 * Output1_K256_MI_RPS_LR1.PNG
1, 256, 4, 2, 2, 1773324299, 4509, 38.7346827189 - 2528.36399984 * Output1_K256_MI_RPS_LR2.PNG
1, 256, 4, 2, 3, 2532593737, 6440, 50.3725763957 - 2579.98600006 * Output1_K256_MI_RPS_LR3.PNG

Average of 108 run(s) in seconds: 
827.381657422
Average of 108 run(s) in minutes: 
13.7896942904
