Krizia Houston Buck - UCA Summer 2017 - Graduate Project - Dr. Emre Celebi 

Time Result(s) - Image, Clusters, Initialization, Presentation Style, Learning Rate, SSE, MSE, MAE: (in seconds) 
4, 8, 4, 2, 2, 481095528193, 1223489, 567.723513285 - 142.538999796 * Output4_K8_MI_RPS_LR2.PNG
4, 8, 4, 2, 3, 468066858962, 1190355, 732.061716715 - 147.25999999 * Output4_K8_MI_RPS_LR3.PNG
4, 16, 2, 1, 1, 117199789794, 298054, 348.177464803 - 173.11500001 * Output4_K16_RI_LPS_LR1.PNG
4, 16, 2, 1, 2, 315648559323, 802735, 586.666730245 - 177.486000061 * Output4_K16_RI_LPS_LR2.PNG
4, 16, 2, 1, 3, 4918305855615, 12507898, 1871.95740509 - 181.128999949 * Output4_K16_RI_LPS_LR3.PNG
4, 16, 2, 2, 1, 111508408619, 283580, 313.994962056 - 203.250999928 * Output4_K16_RI_RPS_LR1.PNG
4, 16, 2, 2, 2, 136690565612, 347622, 326.85446167 - 206.68200016 * Output4_K16_RI_RPS_LR2.PNG
4, 16, 2, 2, 3, 137716449660, 350231, 362.327234904 - 211.282999992 * Output4_K16_RI_RPS_LR3.PNG
4, 16, 3, 1, 1, 204945331820, 521202, 373.167455037 - 174.348999977 * Output4_K16_MCCI_LPS_LR1.PNG
4, 16, 3, 1, 2, 147659161241, 375516, 394.03331248 - 177.531000137 * Output4_K16_MCCI_LPS_LR2.PNG
4, 16, 3, 1, 3, 643996337506, 1637767, 904.338851929 - 182.726999998 * Output4_K16_MCCI_LPS_LR3.PNG
4, 16, 3, 2, 1, 143283334043, 364388, 325.214586894 - 203.191999912 * Output4_K16_MCCI_RPS_LR1.PNG
4, 16, 3, 2, 2, 91267548325, 232105, 251.180508931 - 206.164999962 * Output4_K16_MCCI_RPS_LR2.PNG
4, 16, 3, 2, 3, 137139007866, 348762, 328.441665649 - 211.242000103 * Output4_K16_MCCI_RPS_LR3.PNG
4, 16, 4, 1, 1, 74020806076, 188244, 249.245112101 - 178.595999956 * Output4_K16_MI_LPS_LR1.PNG
4, 16, 4, 1, 2, 147627221077, 375435, 392.93914032 - 182.434999943 * Output4_K16_MI_LPS_LR2.PNG
4, 16, 4, 1, 3, 643996337506, 1637767, 904.338851929 - 185.527000189 * Output4_K16_MI_LPS_LR3.PNG
4, 16, 4, 2, 1, 74223658525, 188760, 248.719734192 - 204.279999971 * Output4_K16_MI_RPS_LR1.PNG
4, 16, 4, 2, 2, 74525811844, 189528, 248.935699463 - 207.133999825 * Output4_K16_MI_RPS_LR2.PNG
4, 16, 4, 2, 3, 98422233682, 250300, 307.924667358 - 211.957999945 * Output4_K16_MI_RPS_LR3.PNG
4, 32, 2, 1, 1, 57790561675, 146968, 241.560279846 - 305.062000036 * Output4_K32_RI_LPS_LR1.PNG
4, 32, 2, 1, 2, 109104126087, 277466, 346.989163717 - 308.921999931 * Output4_K32_RI_LPS_LR2.PNG
4, 32, 2, 1, 3, 510715842994, 1298817, 771.215479533 - 315.874000072 * Output4_K32_RI_LPS_LR3.PNG
4, 32, 2, 2, 1, 49932067629, 126983, 216.243741353 - 379.608999968 * Output4_K32_RI_RPS_LR1.PNG
4, 32, 2, 2, 2, 44396604622, 112906, 172.917048136 - 401.819999933 * Output4_K32_RI_RPS_LR2.PNG
4, 32, 2, 2, 3, 51307615596, 130482, 212.045399984 - 401.562000036 * Output4_K32_RI_RPS_LR3.PNG
4, 32, 3, 1, 1, 43577694606, 110823, 150.661565145 - 302.779999971 * Output4_K32_MCCI_LPS_LR1.PNG
4, 32, 3, 1, 2, 60634447785, 154201, 257.57056427 - 332.01699996 * Output4_K32_MCCI_LPS_LR2.PNG
4, 32, 3, 1, 3, 170439598449, 433450, 422.18321991 - 321.27699995 * Output4_K32_MCCI_LPS_LR3.PNG
4, 32, 3, 2, 1, 45239026793, 115048, 145.916938782 - 351.953999996 * Output4_K32_MCCI_RPS_LR1.PNG
4, 32, 3, 2, 2, 22867329273, 58154, 123.879208883 - 376.926999807 * Output4_K32_MCCI_RPS_LR2.PNG
4, 32, 3, 2, 3, 32154783796, 81773, 159.855794271 - 389.569000006 * Output4_K32_MCCI_RPS_LR3.PNG
4, 32, 4, 1, 1, 21308502543, 54190, 147.472628276 - 320.094000101 * Output4_K32_MI_LPS_LR1.PNG
4, 32, 4, 1, 2, 55026193894, 139938, 256.853937785 - 313.47300005 * Output4_K32_MI_LPS_LR2.PNG
4, 32, 4, 1, 3, 170439598449, 433450, 422.18321991 - 333.947000027 * Output4_K32_MI_LPS_LR3.PNG
4, 32, 4, 2, 1, 21011448358, 53434, 135.74899292 - 379.528000116 * Output4_K32_MI_RPS_LR1.PNG
4, 32, 4, 2, 2, 21604433412, 54942, 128.388788859 - 369.947000027 * Output4_K32_MI_RPS_LR2.PNG
4, 32, 4, 2, 3, 35749897157, 90916, 176.34744517 - 393.164999962 * Output4_K32_MI_RPS_LR3.PNG
4, 64, 2, 1, 1, 17735857922, 45104, 139.598256429 - 586.326999903 * Output4_K64_RI_LPS_LR1.PNG
4, 64, 2, 1, 2, 48742465009, 123958, 224.81526947 - 604.893999815 * Output4_K64_RI_LPS_LR2.PNG
4, 64, 2, 1, 3, 124166482786, 315771, 382.708816528 - 608.605000019 * Output4_K64_RI_LPS_LR3.PNG
4, 64, 2, 2, 1, 22497977148, 57215, 155.339141846 - 696.195000172 * Output4_K64_RI_RPS_LR1.PNG
4, 64, 2, 2, 2, 17742878630, 45122, 111.930033366 - 701.121999979 * Output4_K64_RI_RPS_LR2.PNG
4, 64, 2, 2, 3, 24305263692, 61811, 148.616897583 - 706.032999992 * Output4_K64_RI_RPS_LR3.PNG
4, 64, 3, 1, 1, 20707256273, 52661, 98.726524353 - 572.326000214 * Output4_K64_MCCI_LPS_LR1.PNG
4, 64, 3, 1, 2, 25682263921, 65313, 164.941159566 - 578.406000137 * Output4_K64_MCCI_LPS_LR2.PNG
4, 64, 3, 1, 3, 54809455855, 139387, 279.333473206 - 593.720999956 * Output4_K64_MCCI_LPS_LR3.PNG
4, 64, 3, 2, 1, 26294683193, 66870, 101.193982442 - 625.058000088 * Output4_K64_MCCI_RPS_LR1.PNG
4, 64, 3, 2, 2, 11983856329, 30476, 78.4908574422 - 642.861000061 * Output4_K64_MCCI_RPS_LR2.PNG
4, 64, 3, 2, 3, 12844688683, 32665, 103.190951029 - 678.204999924 * Output4_K64_MCCI_RPS_LR3.PNG
4, 64, 4, 1, 1, 7680381206, 19532, 86.6691945394 - 617.099999905 * Output4_K64_MI_LPS_LR1.PNG
4, 64, 4, 1, 2, 25221310822, 64141, 167.245432536 - 600.285999775 * Output4_K64_MI_LPS_LR2.PNG
4, 64, 4, 1, 3, 45682155309, 116175, 236.014132182 - 639.482000113 * Output4_K64_MI_LPS_LR3.PNG
4, 64, 4, 2, 1, 7485541315, 19036, 80.7347742716 - 677.884000063 * Output4_K64_MI_RPS_LR1.PNG
4, 64, 4, 2, 2, 8168129107, 20772, 72.6582921346 - 667.129000187 * Output4_K64_MI_RPS_LR2.PNG
4, 64, 4, 2, 3, 10904621977, 27731, 89.8727696737 - 684.720999956 * Output4_K64_MI_RPS_LR3.PNG
4, 128, 2, 1, 1, 8878658054, 22579, 97.8563944499 - 1153.42199993 * Output4_K128_RI_LPS_LR1.PNG
4, 128, 2, 1, 2, 26703819056, 67911, 166.993372599 - 1174.02400017 * Output4_K128_RI_LPS_LR2.PNG
4, 128, 2, 1, 3, 41931045107, 106636, 246.003166199 - 1181.67900014 * Output4_K128_RI_LPS_LR3.PNG
4, 128, 2, 2, 1, 8168897652, 20774, 90.7706349691 - 1279.37100005 * Output4_K128_RI_RPS_LR1.PNG
4, 128, 2, 2, 2, 6318540907, 16068, 66.6864598592 - 1304.30999994 * Output4_K128_RI_RPS_LR2.PNG
4, 128, 2, 2, 3, 9917862158, 25222, 89.6937103271 - 1299.45899987 * Output4_K128_RI_RPS_LR3.PNG
4, 128, 3, 1, 1, 13702005252, 34846, 73.1944986979 - 1133.92400002 * Output4_K128_MCCI_LPS_LR1.PNG
4, 128, 3, 1, 2, 6032930550, 15342, 72.8490804036 - 1118.00600004 * Output4_K128_MCCI_LPS_LR2.PNG
4, 128, 3, 1, 3, 19286604570, 49048, 162.163162231 - 1169.60400009 * Output4_K128_MCCI_LPS_LR3.PNG
4, 128, 3, 2, 1, 14465455491, 36787, 71.9925460815 - 1149.75399995 * Output4_K128_MCCI_RPS_LR1.PNG
4, 128, 3, 2, 2, 3999842136, 10172, 43.867304484 - 1203.44500017 * Output4_K128_MCCI_RPS_LR2.PNG
4, 128, 3, 2, 3, 3814721797, 9701, 55.336168925 - 1256.84100008 * Output4_K128_MCCI_RPS_LR3.PNG
4, 128, 4, 1, 1, 2461745325, 6260, 48.5458297729 - 1232.37399983 * Output4_K128_MI_LPS_LR1.PNG
4, 128, 4, 1, 2, 6134387708, 15600, 79.318476359 - 1180.08399987 * Output4_K128_MI_LPS_LR2.PNG
4, 128, 4, 1, 3, 19798188930, 50349, 166.100046794 - 1250.6500001 * Output4_K128_MI_LPS_LR3.PNG
4, 128, 4, 2, 1, 2565153521, 6523, 49.3100153605 - 1278.3210001 * Output4_K128_MI_RPS_LR1.PNG
4, 128, 4, 2, 2, 2469193314, 6279, 41.1470286051 - 1262.75 * Output4_K128_MI_RPS_LR2.PNG
4, 128, 4, 2, 3, 3644822817, 9269, 54.3744939168 - 1270.54200006 * Output4_K128_MI_RPS_LR3.PNG
4, 256, 2, 1, 1, 4348752919, 11059, 68.5445276896 - 2241.30400014 * Output4_K256_RI_LPS_LR1.PNG
4, 256, 2, 1, 2, 8023011997, 20403, 91.1887588501 - 2278.35800004 * Output4_K256_RI_LPS_LR2.PNG
4, 256, 2, 1, 3, 22503477904, 57229, 181.288543701 - 2264.66999984 * Output4_K256_RI_LPS_LR3.PNG
4, 256, 2, 2, 1, 4050882465, 10301, 66.020072937 - 2426.15499997 * Output4_K256_RI_RPS_LR1.PNG
4, 256, 2, 2, 2, 2780882395, 7072, 43.9274571737 - 2457.19599986 * Output4_K256_RI_RPS_LR2.PNG
4, 256, 2, 2, 3, 3583996222, 9114, 56.9510294596 - 2471.0250001 * Output4_K256_RI_RPS_LR3.PNG
4, 256, 3, 1, 1, 8278976756, 21054, 52.2613169352 - 2223.80800009 * Output4_K256_MCCI_LPS_LR1.PNG
4, 256, 3, 1, 2, 1914650507, 4869, 37.6213760376 - 2221.41700006 * Output4_K256_MCCI_LPS_LR2.PNG
4, 256, 3, 1, 3, 9092410308, 23123, 96.4848327637 - 2196.704 * Output4_K256_MCCI_LPS_LR3.PNG
4, 256, 3, 2, 1, 7577172642, 19269, 49.8140106201 - 2258.94499993 * Output4_K256_MCCI_RPS_LR1.PNG
4, 256, 3, 2, 2, 1384163626, 3520, 25.9539388021 - 2278.01600003 * Output4_K256_MCCI_RPS_LR2.PNG
4, 256, 3, 2, 3, 1199437544, 3050, 31.6030426025 - 2367.03200006 * Output4_K256_MCCI_RPS_LR3.PNG
4, 256, 4, 1, 1, 887680060, 2257, 30.2595774333 - 2397.32399988 * Output4_K256_MI_LPS_LR1.PNG
4, 256, 4, 1, 2, 1599877398, 4068, 38.5691630046 - 2355.71499991 * Output4_K256_MI_LPS_LR2.PNG
4, 256, 4, 1, 3, 9246643342, 23515, 98.4807840983 - 2461.96199989 * Output4_K256_MI_LPS_LR3.PNG
4, 256, 4, 2, 1, 914200912, 2324, 30.7223307292 - 2518.98300004 * Output4_K256_MI_RPS_LR1.PNG
4, 256, 4, 2, 2, 854351143, 2172, 24.7496159871 - 2503.77999997 * Output4_K256_MI_RPS_LR2.PNG
4, 256, 4, 2, 3, 1183342271, 3009, 31.3849919637 - 2472.11299992 * Output4_K256_MI_RPS_LR3.PNG

Average of 108 run(s) in seconds: 
813.606731483
Average of 108 run(s) in minutes: 
13.5601121914
