Krizia Houston Buck - UCA Summer 2017 - Graduate Project - Dr. Emre Celebi 

Time Result(s) - Image, Clusters, Initialization, Presentation Style, Learning Rate, SSE, MSE, MAE: (in seconds) 
7, 16, 3, 1, 2, 1384052104286, 5279739, 1549.40171814 - 119.56400013 * Output7_K16_MCCI_LPS_LR2.PNG
7, 16, 3, 1, 3, 2919790597360, 11138117, 2201.23397827 - 122.736000061 * Output7_K16_MCCI_LPS_LR3.PNG
7, 16, 3, 2, 1, 221911886463, 846526, 665.12607193 - 136.209000111 * Output7_K16_MCCI_RPS_LR1.PNG
7, 16, 3, 2, 2, 190626109998, 727180, 631.576210022 - 139.018000126 * Output7_K16_MCCI_RPS_LR2.PNG
7, 16, 3, 2, 3, 363334754599, 1386012, 903.099124908 - 142.420000076 * Output7_K16_MCCI_RPS_LR3.PNG
7, 16, 4, 1, 1, 198823491289, 758451, 635.022708893 - 128.565000057 * Output7_K16_MI_LPS_LR1.PNG
7, 16, 4, 1, 2, 1336147417118, 5096997, 1517.70543671 - 131.828000069 * Output7_K16_MI_LPS_LR2.PNG
7, 16, 4, 1, 3, 2919790597360, 11138117, 2201.23397827 - 133.595999956 * Output7_K16_MI_LPS_LR3.PNG
7, 16, 4, 2, 1, 198002591193, 755319, 634.116756439 - 148.266000032 * Output7_K16_MI_RPS_LR1.PNG
7, 16, 4, 2, 2, 193488636677, 738100, 632.064083099 - 151.053999901 * Output7_K16_MI_RPS_LR2.PNG
7, 16, 4, 2, 3, 302696018026, 1154693, 832.40410614 - 154.101999998 * Output7_K16_MI_RPS_LR3.PNG
7, 32, 2, 1, 1, 85345169393, 325565, 434.547641754 - 210.302999973 * Output7_K32_RI_LPS_LR1.PNG
7, 32, 2, 1, 2, 287078745053, 1095118, 728.947360992 - 216.596999884 * Output7_K32_RI_LPS_LR2.PNG
7, 32, 2, 1, 3, 2188017143167, 8346623, 1784.70093155 - 218.503000021 * Output7_K32_RI_LPS_LR3.PNG
7, 32, 2, 2, 1, 111259756651, 424422, 468.85982132 - 261.111000061 * Output7_K32_RI_RPS_LR1.PNG
7, 32, 2, 2, 2, 90099585841, 343702, 444.676204681 - 266.563000202 * Output7_K32_RI_RPS_LR2.PNG
7, 32, 2, 2, 3, 130427405154, 497541, 538.29498291 - 266.352999926 * Output7_K32_RI_RPS_LR3.PNG
7, 32, 3, 1, 1, 135865159368, 518284, 494.007469177 - 206.277000189 * Output7_K32_MCCI_LPS_LR1.PNG
7, 32, 3, 1, 2, 280587753368, 1070357, 722.902687073 - 224.164999962 * Output7_K32_MCCI_LPS_LR2.PNG
7, 32, 3, 1, 3, 3031580607837, 11564562, 1860.32773972 - 211.842999935 * Output7_K32_MCCI_LPS_LR3.PNG
7, 32, 3, 2, 1, 135437736686, 516653, 480.72467804 - 248.08100009 * Output7_K32_MCCI_RPS_LR1.PNG
7, 32, 3, 2, 2, 66152624869, 252352, 375.843997955 - 252.069999933 * Output7_K32_MCCI_RPS_LR2.PNG
7, 32, 3, 2, 3, 114864877874, 438174, 493.719696045 - 262.133000135 * Output7_K32_MCCI_RPS_LR3.PNG
7, 32, 4, 1, 1, 67039283583, 255734, 386.04050827 - 241.771000147 * Output7_K32_MI_LPS_LR1.PNG
7, 32, 4, 1, 2, 288225858544, 1099494, 724.896575928 - 244.209000111 * Output7_K32_MI_LPS_LR2.PNG
7, 32, 4, 1, 3, 3286407005581, 12536647, 1916.99483109 - 256.430999994 * Output7_K32_MI_LPS_LR3.PNG
7, 32, 4, 2, 1, 64730855749, 246928, 377.902751923 - 282.989000082 * Output7_K32_MI_RPS_LR1.PNG
7, 32, 4, 2, 2, 63553074495, 242435, 375.585048676 - 279.3349998 * Output7_K32_MI_RPS_LR2.PNG
7, 32, 4, 2, 3, 93474666100, 356577, 464.09513092 - 290.858999968 * Output7_K32_MI_RPS_LR3.PNG
7, 64, 2, 1, 1, 35895692978, 136931, 271.599563599 - 407.364000082 * Output7_K64_RI_LPS_LR1.PNG
7, 64, 2, 1, 2, 110216761373, 420443, 460.075634003 - 418.217999935 * Output7_K64_RI_LPS_LR2.PNG
7, 64, 2, 1, 3, 638853401642, 2437032, 1023.69206238 - 416.733999968 * Output7_K64_RI_LPS_LR3.PNG
7, 64, 2, 2, 1, 39675319328, 151349, 289.555961609 - 459.273000002 * Output7_K64_RI_RPS_LR1.PNG
7, 64, 2, 2, 2, 43656177996, 166535, 306.603347778 - 469.944999933 * Output7_K64_RI_RPS_LR2.PNG
7, 64, 2, 2, 3, 49991886250, 190703, 325.685035706 - 466.092999935 * Output7_K64_RI_RPS_LR3.PNG
7, 64, 3, 1, 1, 94233713164, 359473, 395.35534668 - 387.461000204 * Output7_K64_MCCI_LPS_LR1.PNG
7, 64, 3, 1, 2, 80357996720, 306541, 378.186012268 - 413.52699995 * Output7_K64_MCCI_LPS_LR2.PNG
7, 64, 3, 1, 3, 580884118161, 2215897, 962.356258392 - 414.68599987 * Output7_K64_MCCI_LPS_LR3.PNG
7, 64, 3, 2, 1, 94569557263, 360754, 400.239795685 - 438.487999916 * Output7_K64_MCCI_RPS_LR1.PNG
7, 64, 3, 2, 2, 26286375253, 100274, 235.41122818 - 439.279999971 * Output7_K64_MCCI_RPS_LR2.PNG
7, 64, 3, 2, 3, 43507202552, 165966, 303.41103363 - 456.775000095 * Output7_K64_MCCI_RPS_LR3.PNG
7, 64, 4, 1, 1, 26960899747, 102847, 241.694202423 - 492.002000093 * Output7_K64_MI_LPS_LR1.PNG
7, 64, 4, 1, 2, 73358671424, 279841, 365.282196045 - 487.939999819 * Output7_K64_MI_LPS_LR2.PNG
7, 64, 4, 1, 3, 520688305324, 1986268, 889.238258362 - 500.22300005 * Output7_K64_MI_LPS_LR3.PNG
7, 64, 4, 2, 1, 25960661851, 99032, 237.499462128 - 523.035000086 * Output7_K64_MI_RPS_LR1.PNG
7, 64, 4, 2, 2, 26569416934, 101354, 236.66481781 - 515.042999983 * Output7_K64_MI_RPS_LR2.PNG
7, 64, 4, 2, 3, 42029629880, 160330, 300.561386108 - 528.657999992 * Output7_K64_MI_RPS_LR3.PNG
7, 128, 2, 1, 1, 16626348869, 63424, 187.740848541 - 799.549999952 * Output7_K128_RI_LPS_LR1.PNG
7, 128, 2, 1, 2, 37710160066, 143852, 269.395027161 - 779.951000214 * Output7_K128_RI_LPS_LR2.PNG
7, 128, 2, 1, 3, 406775231000, 1551724, 760.159233093 - 788.099999905 * Output7_K128_RI_LPS_LR3.PNG
7, 128, 2, 2, 1, 15944214261, 60822, 184.514438629 - 855.516000032 * Output7_K128_RI_RPS_LR1.PNG
7, 128, 2, 2, 2, 17161061577, 65464, 192.036579132 - 868.880000114 * Output7_K128_RI_RPS_LR2.PNG
7, 128, 2, 2, 3, 23045821128, 87912, 228.882995605 - 868.060000181 * Output7_K128_RI_RPS_LR3.PNG
7, 128, 3, 1, 1, 61794824057, 235728, 319.895267487 - 766.832000017 * Output7_K128_MCCI_LPS_LR1.PNG
7, 128, 3, 1, 2, 32016866836, 122134, 224.245018005 - 775.880999804 * Output7_K128_MCCI_LPS_LR2.PNG
7, 128, 3, 1, 3, 350674580279, 1337717, 630.717563629 - 777.33100009 * Output7_K128_MCCI_LPS_LR3.PNG
7, 128, 3, 2, 1, 59987713645, 228834, 316.910381317 - 793.056999922 * Output7_K128_MCCI_RPS_LR1.PNG
7, 128, 3, 2, 2, 10978597499, 41880, 151.904811859 - 793.555999994 * Output7_K128_MCCI_RPS_LR2.PNG
7, 128, 3, 2, 3, 15720418019, 59968, 188.236301422 - 839.21600008 * Output7_K128_MCCI_RPS_LR3.PNG
7, 128, 4, 1, 1, 11092546488, 42314, 154.286766052 - 1009.9749999 * Output7_K128_MI_LPS_LR1.PNG
7, 128, 4, 1, 2, 31339809450, 119551, 221.393280029 - 984.685000181 * Output7_K128_MI_LPS_LR2.PNG
7, 128, 4, 1, 3, 331923275825, 1266186, 638.758914948 - 1018.34100008 * Output7_K128_MI_LPS_LR3.PNG
7, 128, 4, 2, 1, 10865005372, 41446, 153.239715576 - 1029.32200003 * Output7_K128_MI_RPS_LR1.PNG
7, 128, 4, 2, 2, 11012703753, 42010, 151.596286774 - 1022.03200006 * Output7_K128_MI_RPS_LR2.PNG
7, 128, 4, 2, 3, 17202529224, 65622, 193.2423172 - 1041.68600011 * Output7_K128_MI_RPS_LR3.PNG
7, 256, 2, 1, 1, 7561873681, 28846, 125.453639984 - 1496.07299995 * Output7_K256_RI_LPS_LR1.PNG
7, 256, 2, 1, 2, 19614771090, 74824, 177.29763031 - 1503.37100005 * Output7_K256_RI_LPS_LR2.PNG
7, 256, 2, 1, 3, 107182983272, 408870, 394.774589539 - 1557.82799983 * Output7_K256_RI_LPS_LR3.PNG
7, 256, 2, 2, 1, 7701444260, 29378, 128.623466492 - 1643.79999995 * Output7_K256_RI_RPS_LR1.PNG
7, 256, 2, 2, 2, 7494409349, 28588, 124.499408722 - 1653.65100002 * Output7_K256_RI_RPS_LR2.PNG
7, 256, 2, 2, 3, 10495506472, 40037, 154.903305054 - 1667.96000004 * Output7_K256_RI_RPS_LR3.PNG
7, 256, 3, 1, 1, 31987351158, 122022, 236.225669861 - 1517.36300015 * Output7_K256_MCCI_LPS_LR1.PNG
7, 256, 3, 1, 2, 10148517359, 38713, 128.848163605 - 1518.21799994 * Output7_K256_MCCI_LPS_LR2.PNG
7, 256, 3, 1, 3, 30350440012, 115777, 226.516777039 - 1526.0 * Output7_K256_MCCI_LPS_LR3.PNG
7, 256, 3, 2, 1, 31309631843, 119436, 233.894641876 - 1517.63000011 * Output7_K256_MCCI_RPS_LR1.PNG
7, 256, 3, 2, 2, 4709360448, 17964, 98.3048095703 - 1551.70300007 * Output7_K256_MCCI_RPS_LR2.PNG
7, 256, 3, 2, 3, 6281097539, 23960, 116.801883698 - 1605.81599998 * Output7_K256_MCCI_RPS_LR3.PNG
7, 256, 4, 1, 1, 4542528837, 17328, 98.5318489075 - 2212.421 * Output7_K256_MI_LPS_LR1.PNG
7, 256, 4, 1, 2, 9615920144, 36681, 128.725036621 - 2168.93000007 * Output7_K256_MI_LPS_LR2.PNG
7, 256, 4, 1, 3, 31577044857, 120456, 232.453952789 - 2207.81500006 * Output7_K256_MI_LPS_LR3.PNG
7, 256, 4, 2, 1, 4504462455, 17183, 98.8598136902 - 2253.96099997 * Output7_K256_MI_RPS_LR1.PNG
7, 256, 4, 2, 2, 4597067729, 17536, 97.680065155 - 2190.6500001 * Output7_K256_MI_RPS_LR2.PNG
7, 256, 4, 2, 3, 6406564307, 24439, 120.349720001 - 2194.34299994 * Output7_K256_MI_RPS_LR3.PNG

Average of 108 run(s) in seconds: 
596.835546313
Average of 108 run(s) in minutes: 
9.94725910521
