Krizia Houston Buck - UCA Summer 2017 - Graduate Project - Dr. Emre Celebi 

Time Result(s) - Image, Clusters, Initialization, Presentation Style, Learning Rate, SSE, MSE, MAE: (in seconds) 
6, 8, 4, 1, 3, 5537226302495, 21122842, 2691.93188858 - 82.1960000992 * Output6_K8_MI_LPS_LR3.PNG
6, 8, 4, 2, 1, 118027931567, 450240, 466.415500641 - 96.3710000515 * Output6_K8_MI_RPS_LR1.PNG
6, 8, 4, 2, 2, 109531236990, 417828, 454.580665588 - 98.381000042 * Output6_K8_MI_RPS_LR2.PNG
6, 8, 4, 2, 3, 167376574509, 638490, 558.739086151 - 101.24000001 * Output6_K8_MI_RPS_LR3.PNG
6, 16, 2, 1, 1, 116097058150, 442875, 476.990333557 - 117.003000021 * Output6_K16_RI_LPS_LR1.PNG
6, 16, 2, 1, 2, 125134156325, 477348, 529.146976471 - 119.353999853 * Output6_K16_RI_LPS_LR2.PNG
6, 16, 2, 1, 3, 5485086287544, 20923943, 2586.34999847 - 121.364000082 * Output6_K16_RI_LPS_LR3.PNG
6, 16, 2, 2, 1, 85144933993, 324802, 383.298534393 - 134.607000113 * Output6_K16_RI_RPS_LR1.PNG
6, 16, 2, 2, 2, 66629917622, 254172, 329.005432129 - 136.237999916 * Output6_K16_RI_RPS_LR2.PNG
6, 16, 2, 2, 3, 95228228862, 363266, 434.885139465 - 140.217999935 * Output6_K16_RI_RPS_LR3.PNG
6, 16, 3, 1, 1, 40012910178, 152637, 249.695175171 - 116.493999958 * Output6_K16_MCCI_LPS_LR1.PNG
6, 16, 3, 1, 2, 44772919179, 170795, 311.453800201 - 119.444000006 * Output6_K16_MCCI_LPS_LR2.PNG
6, 16, 3, 1, 3, 5133665277825, 19583378, 2265.44462967 - 122.286000013 * Output6_K16_MCCI_LPS_LR3.PNG
6, 16, 3, 2, 1, 31671529722, 120817, 225.951751709 - 134.978000164 * Output6_K16_MCCI_RPS_LR1.PNG
6, 16, 3, 2, 2, 28619541722, 109174, 223.09148407 - 137.628000021 * Output6_K16_MCCI_RPS_LR2.PNG
6, 16, 3, 2, 3, 53793918127, 205207, 309.713527679 - 140.450000048 * Output6_K16_MCCI_RPS_LR3.PNG
6, 16, 4, 1, 1, 40634258260, 155007, 258.816093445 - 123.845000029 * Output6_K16_MI_LPS_LR1.PNG
6, 16, 4, 1, 2, 47181262175, 179982, 320.713672638 - 126.526000023 * Output6_K16_MI_LPS_LR2.PNG
6, 16, 4, 1, 3, 5225351100276, 19933132, 2428.36619568 - 128.955999851 * Output6_K16_MI_LPS_LR3.PNG
6, 16, 4, 2, 1, 29154847214, 111216, 235.85635376 - 142.143000126 * Output6_K16_MI_RPS_LR1.PNG
6, 16, 4, 2, 2, 28989341269, 110585, 236.828289032 - 144.541000128 * Output6_K16_MI_RPS_LR2.PNG
6, 16, 4, 2, 3, 46622172691, 177849, 314.783870697 - 147.961999893 * Output6_K16_MI_RPS_LR3.PNG
6, 32, 2, 1, 1, 40310620682, 153772, 282.274490356 - 200.681999922 * Output6_K32_RI_LPS_LR1.PNG
6, 32, 2, 1, 2, 73568369006, 280641, 405.004051208 - 206.595000029 * Output6_K32_RI_LPS_LR2.PNG
6, 32, 2, 1, 3, 5133530395354, 19582864, 2264.81269073 - 207.191999912 * Output6_K32_RI_LPS_LR3.PNG
6, 32, 2, 2, 1, 25009456594, 95403, 223.903640747 - 254.190999985 * Output6_K32_RI_RPS_LR1.PNG
6, 32, 2, 2, 2, 28561267053, 108952, 222.94525528 - 261.579999924 * Output6_K32_RI_RPS_LR2.PNG
6, 32, 2, 2, 3, 64674755504, 246714, 364.984588623 - 260.032000065 * Output6_K32_RI_RPS_LR3.PNG
6, 32, 3, 1, 1, 20963772804, 79970, 166.014984131 - 206.542000055 * Output6_K32_MCCI_LPS_LR1.PNG
6, 32, 3, 1, 2, 13139449666, 50123, 162.37462616 - 223.802000046 * Output6_K32_MCCI_LPS_LR2.PNG
6, 32, 3, 1, 3, 5121792417288, 19538087, 2214.07646942 - 223.953999996 * Output6_K32_MCCI_LPS_LR3.PNG
6, 32, 3, 2, 1, 16188911664, 61755, 150.79901886 - 241.088999987 * Output6_K32_MCCI_RPS_LR1.PNG
6, 32, 3, 2, 2, 8096317173, 30884, 121.912708282 - 252.111999989 * Output6_K32_MCCI_RPS_LR2.PNG
6, 32, 3, 2, 3, 12954077415, 49415, 157.081401825 - 260.73300004 * Output6_K32_MCCI_RPS_LR3.PNG
6, 32, 4, 1, 1, 8390736226, 32008, 126.691650391 - 224.664000034 * Output6_K32_MI_LPS_LR1.PNG
6, 32, 4, 1, 2, 14325036956, 54645, 172.058776855 - 232.130000114 * Output6_K32_MI_LPS_LR2.PNG
6, 32, 4, 1, 3, 5129695318618, 19568234, 2211.96502686 - 235.417000055 * Output6_K32_MI_LPS_LR3.PNG
6, 32, 4, 2, 1, 8591348297, 32773, 128.571453094 - 268.825000048 * Output6_K32_MI_RPS_LR1.PNG
6, 32, 4, 2, 2, 8986058615, 34279, 128.562160492 - 267.203000069 * Output6_K32_MI_RPS_LR2.PNG
6, 32, 4, 2, 3, 12404457925, 47319, 157.235790253 - 277.625999928 * Output6_K32_MI_RPS_LR3.PNG
6, 64, 2, 1, 1, 14523700721, 55403, 171.43755722 - 385.378000021 * Output6_K64_RI_LPS_LR1.PNG
6, 64, 2, 1, 2, 18706413996, 71359, 193.823165894 - 398.852999926 * Output6_K64_RI_LPS_LR2.PNG
6, 64, 2, 1, 3, 5070870228399, 19343834, 2199.96401596 - 421.537999868 * Output6_K64_RI_LPS_LR3.PNG
6, 64, 2, 2, 1, 16576652959, 63234, 182.573192596 - 447.601000071 * Output6_K64_RI_RPS_LR1.PNG
6, 64, 2, 2, 2, 17314738067, 66050, 180.571605682 - 458.34100008 * Output6_K64_RI_RPS_LR2.PNG
6, 64, 2, 2, 3, 16416723252, 62624, 184.51058197 - 462.774000168 * Output6_K64_RI_RPS_LR3.PNG
6, 64, 3, 1, 1, 14718020652, 56144, 126.240844727 - 389.726999998 * Output6_K64_MCCI_LPS_LR1.PNG
6, 64, 3, 1, 2, 5138834867, 19603, 97.7257499695 - 409.56799984 * Output6_K64_MCCI_LPS_LR2.PNG
6, 64, 3, 1, 3, 39367206482, 150173, 252.722373962 - 412.537999868 * Output6_K64_MCCI_LPS_LR3.PNG
6, 64, 3, 2, 1, 8942814219, 34114, 104.916187286 - 439.426999807 * Output6_K64_MCCI_RPS_LR1.PNG
6, 64, 3, 2, 2, 3397685795, 12961, 72.8257484436 - 441.948999882 * Output6_K64_MCCI_RPS_LR2.PNG
6, 64, 3, 2, 3, 4392145690, 16754, 94.0184249878 - 451.703999996 * Output6_K64_MCCI_RPS_LR3.PNG
6, 64, 4, 1, 1, 3310262888, 12627, 76.9162216187 - 437.049999952 * Output6_K64_MI_LPS_LR1.PNG
6, 64, 4, 1, 2, 5599107561, 21358, 104.650165558 - 453.504000187 * Output6_K64_MI_LPS_LR2.PNG
6, 64, 4, 1, 3, 41592373405, 158662, 261.608768463 - 460.914999962 * Output6_K64_MI_LPS_LR3.PNG
6, 64, 4, 2, 1, 3071404761, 11716, 76.4748191833 - 494.029999971 * Output6_K64_MI_RPS_LR1.PNG
6, 64, 4, 2, 2, 3174431012, 12109, 75.849281311 - 489.200000048 * Output6_K64_MI_RPS_LR2.PNG
6, 64, 4, 2, 3, 4466392446, 17037, 94.8515014648 - 499.700000048 * Output6_K64_MI_RPS_LR3.PNG
6, 128, 2, 1, 1, 5762684795, 21982, 105.359462738 - 731.719000101 * Output6_K128_RI_LPS_LR1.PNG
6, 128, 2, 1, 2, 6958208663, 26543, 115.579410553 - 753.111000061 * Output6_K128_RI_LPS_LR2.PNG
6, 128, 2, 1, 3, 56587304125, 215863, 304.220478058 - 755.144999981 * Output6_K128_RI_LPS_LR3.PNG
6, 128, 2, 2, 1, 4897160655, 18681, 98.9558601379 - 839.372999907 * Output6_K128_RI_RPS_LR1.PNG
6, 128, 2, 2, 2, 5410724694, 20640, 98.9970245361 - 848.220999956 * Output6_K128_RI_RPS_LR2.PNG
6, 128, 2, 2, 3, 7205698850, 27487, 120.344017029 - 843.026000023 * Output6_K128_RI_RPS_LR3.PNG
6, 128, 3, 1, 1, 5138504107, 19601, 74.9740333557 - 767.94900012 * Output6_K128_MCCI_LPS_LR1.PNG
6, 128, 3, 1, 2, 2150693882, 8204, 63.755531311 - 757.871000051 * Output6_K128_MCCI_LPS_LR2.PNG
6, 128, 3, 1, 3, 4903938170, 18707, 98.0053787231 - 772.359999895 * Output6_K128_MCCI_LPS_LR3.PNG
6, 128, 3, 2, 1, 4404132738, 16800, 70.1335830688 - 799.144999981 * Output6_K128_MCCI_RPS_LR1.PNG
6, 128, 3, 2, 2, 1357145772, 5177, 47.1508636475 - 797.207000017 * Output6_K128_MCCI_RPS_LR2.PNG
6, 128, 3, 2, 3, 1907574346, 7276, 60.0859909058 - 830.53399992 * Output6_K128_MCCI_RPS_LR3.PNG
6, 128, 4, 1, 1, 1300016929, 4959, 48.6611671448 - 917.911999941 * Output6_K128_MI_LPS_LR1.PNG
6, 128, 4, 1, 2, 2094663755, 7990, 63.6657829285 - 889.59100008 * Output6_K128_MI_LPS_LR2.PNG
6, 128, 4, 1, 3, 4974869980, 18977, 96.9524154663 - 937.07400012 * Output6_K128_MI_LPS_LR3.PNG
6, 128, 4, 2, 1, 1263233763, 4818, 48.7462654114 - 942.95600009 * Output6_K128_MI_RPS_LR1.PNG
6, 128, 4, 2, 2, 1292350226, 4929, 47.7962722778 - 947.335999966 * Output6_K128_MI_RPS_LR2.PNG
6, 128, 4, 2, 3, 1774559957, 6769, 61.2482414246 - 964.059999943 * Output6_K128_MI_RPS_LR3.PNG
6, 256, 2, 1, 1, 3095717165, 11809, 77.4907951355 - 1394.87100005 * Output6_K256_RI_LPS_LR1.PNG
6, 256, 2, 1, 2, 4874876066, 18596, 95.5592727661 - 1423.546 * Output6_K256_RI_LPS_LR2.PNG
6, 256, 2, 1, 3, 12407842544, 47332, 151.774002075 - 1445.62699986 * Output6_K256_RI_LPS_LR3.PNG
6, 256, 2, 2, 1, 2332013329, 8895, 67.4529151917 - 1580.54299998 * Output6_K256_RI_RPS_LR1.PNG
6, 256, 2, 2, 2, 3013320514, 11494, 73.2975769043 - 1568.28500009 * Output6_K256_RI_RPS_LR2.PNG
6, 256, 2, 2, 3, 3333568462, 12716, 81.8810882568 - 1582.2559998 * Output6_K256_RI_RPS_LR3.PNG
6, 256, 3, 1, 1, 3069692345, 11709, 55.8553886414 - 1508.454 * Output6_K256_MCCI_LPS_LR1.PNG
6, 256, 3, 1, 2, 1070538817, 4083, 42.2255439758 - 1490.47800016 * Output6_K256_MCCI_LPS_LR2.PNG
6, 256, 3, 1, 3, 1448076829, 5523, 54.3484687805 - 1507.75 * Output6_K256_MCCI_LPS_LR3.PNG
6, 256, 3, 2, 1, 2690054593, 10261, 53.8534049988 - 1531.90799999 * Output6_K256_MCCI_RPS_LR1.PNG
6, 256, 3, 2, 2, 667903536, 2547, 32.5746231079 - 1549.04699993 * Output6_K256_MCCI_RPS_LR2.PNG
6, 256, 3, 2, 3, 789461758, 3011, 39.4142532349 - 1590.83199978 * Output6_K256_MCCI_RPS_LR3.PNG
6, 256, 4, 1, 1, 555193274, 2117, 32.1831588745 - 1951.03600001 * Output6_K256_MI_LPS_LR1.PNG
6, 256, 4, 1, 2, 839801558, 3203, 39.3113632202 - 1904.97000003 * Output6_K256_MI_LPS_LR2.PNG
6, 256, 4, 1, 3, 1548393935, 5906, 56.2945671082 - 1948.89400005 * Output6_K256_MI_LPS_LR3.PNG
6, 256, 4, 2, 1, 549391864, 2095, 32.1716918945 - 1998.171 * Output6_K256_MI_RPS_LR1.PNG
6, 256, 4, 2, 2, 573720473, 2188, 31.1976661682 - 1939.06299996 * Output6_K256_MI_RPS_LR2.PNG
6, 256, 4, 2, 3, 755595093, 2882, 39.2556037903 - 1939.5250001 * Output6_K256_MI_RPS_LR3.PNG

Average of 108 run(s) in seconds: 
565.992120379
Average of 108 run(s) in minutes: 
9.43320200631
