Krizia Houston Buck - UCA Summer 2017 - Graduate Project - Dr. Emre Celebi 

Time Result(s) - Image, Clusters, Initialization, Presentation Style, Learning Rate, SSE, MSE, MAE: (in seconds) 
8, 256, 2, 1, 1, 3957881484, 15098, 88.4313659668 - 1491.57299995 * Output8_K256_RI_LPS_LR1.PNG
8, 256, 2, 1, 2, 6631310215, 25296, 105.107730865 - 1484.04900002 * Output8_K256_RI_LPS_LR2.PNG
8, 256, 2, 1, 3, 24502457889, 93469, 227.206554413 - 1553.22399998 * Output8_K256_RI_LPS_LR3.PNG
8, 256, 2, 2, 1, 4424888700, 16879, 93.6447677612 - 1641.32199979 * Output8_K256_RI_RPS_LR1.PNG
8, 256, 2, 2, 2, 3561457428, 13585, 77.3363647461 - 1660.77999997 * Output8_K256_RI_RPS_LR2.PNG
8, 256, 2, 2, 3, 5138344882, 19601, 99.7309875488 - 1648.82299995 * Output8_K256_RI_RPS_LR3.PNG
8, 256, 3, 1, 1, 27975437436, 106717, 192.369659424 - 1506.33100009 * Output8_K256_MCCI_LPS_LR1.PNG
8, 256, 3, 1, 2, 4234164127, 16152, 75.4378471375 - 1499.56900001 * Output8_K256_MCCI_LPS_LR2.PNG
8, 256, 3, 1, 3, 30296029023, 115570, 134.397006989 - 1511.19400001 * Output8_K256_MCCI_LPS_LR3.PNG
8, 256, 3, 2, 1, 25743388713, 98203, 185.854473114 - 1535.90299988 * Output8_K256_MCCI_RPS_LR1.PNG
8, 256, 3, 2, 2, 2500843791, 9539, 57.8706016541 - 1537.97999978 * Output8_K256_MCCI_RPS_LR2.PNG
8, 256, 3, 2, 3, 2670655785, 10187, 69.6346092224 - 1598.19900012 * Output8_K256_MCCI_RPS_LR3.PNG
8, 256, 4, 1, 1, 1791158876, 6832, 58.376373291 - 2056.88600016 * Output8_K256_MI_LPS_LR1.PNG
8, 256, 4, 1, 2, 3387194492, 12921, 72.7236251831 - 2028.70000005 * Output8_K256_MI_LPS_LR2.PNG
8, 256, 4, 1, 3, 10777503560, 41112, 143.547103882 - 2056.85399985 * Output8_K256_MI_LPS_LR3.PNG
8, 256, 4, 2, 1, 1808927288, 6900, 58.5888290405 - 2126.00399995 * Output8_K256_MI_RPS_LR1.PNG
8, 256, 4, 2, 2, 1933631953, 7376, 56.1118049622 - 2064.30300021 * Output8_K256_MI_RPS_LR2.PNG
8, 256, 4, 2, 3, 2550178459, 9728, 72.4372291565 - 2054.71799994 * Output8_K256_MI_RPS_LR3.PNG

Average of 108 run(s) in seconds: 
585.791527781
Average of 108 run(s) in minutes: 
9.76319212969
