Krizia Houston Buck - UCA Summer 2017 - Graduate Project - Dr. Emre Celebi 

Time Result(s) - Image, Clusters, Initialization, Presentation Style, Learning Rate, SSE, MSE, MAE: (in seconds) 
3, 64, 2, 1, 1, 24044031719, 61147, 122.206881205 - 600.351000071 * Output3_K64_RI_LPS_LR1.PNG
3, 64, 2, 1, 2, 68310301659, 173722, 191.132769267 - 581.93900013 * Output3_K64_RI_LPS_LR2.PNG
3, 64, 2, 1, 3, 127042694086, 323086, 333.018859863 - 610.215000153 * Output3_K64_RI_LPS_LR3.PNG
3, 64, 2, 2, 1, 28288627676, 71941, 120.767923991 - 681.832000017 * Output3_K64_RI_RPS_LR1.PNG
3, 64, 2, 2, 2, 15218902509, 38703, 92.2717158 - 700.23300004 * Output3_K64_RI_RPS_LR2.PNG
3, 64, 2, 2, 3, 22670914809, 57655, 105.647244771 - 694.919999838 * Output3_K64_RI_RPS_LR3.PNG
3, 64, 3, 1, 1, 72793894070, 185124, 113.545756022 - 574.877000093 * Output3_K64_MCCI_LPS_LR1.PNG
3, 64, 3, 1, 2, 6726751104, 17107, 64.0554402669 - 585.881999969 * Output3_K64_MCCI_LPS_LR2.PNG
3, 64, 3, 1, 3, 29831198184, 75864, 142.058705648 - 591.302999973 * Output3_K64_MCCI_LPS_LR3.PNG
3, 64, 3, 2, 1, 55897655358, 142155, 104.049845378 - 628.198999882 * Output3_K64_MCCI_RPS_LR1.PNG
3, 64, 3, 2, 2, 4429770610, 11265, 38.7537180583 - 647.572000027 * Output3_K64_MCCI_RPS_LR2.PNG
3, 64, 3, 2, 3, 3826545482, 9731, 52.4277292887 - 681.305999994 * Output3_K64_MCCI_RPS_LR3.PNG
3, 64, 4, 1, 1, 2499126172, 6355, 46.3143819173 - 622.101999998 * Output3_K64_MI_LPS_LR1.PNG
3, 64, 4, 1, 2, 7663165491, 19488, 64.5531539917 - 599.584000111 * Output3_K64_MI_LPS_LR2.PNG
3, 64, 4, 1, 3, 39507996153, 100474, 144.449236552 - 633.490999937 * Output3_K64_MI_LPS_LR3.PNG
3, 64, 4, 2, 1, 2506118574, 6373, 42.7375996908 - 672.292999983 * Output3_K64_MI_RPS_LR1.PNG
3, 64, 4, 2, 2, 2737328965, 6961, 37.4279556274 - 644.755000114 * Output3_K64_MI_RPS_LR2.PNG
3, 64, 4, 2, 3, 3402664377, 8653, 51.880241394 - 682.200999975 * Output3_K64_MI_RPS_LR3.PNG
3, 128, 2, 1, 1, 5125869840, 13035, 62.9945831299 - 1119.2750001 * Output3_K128_RI_LPS_LR1.PNG
3, 128, 2, 1, 2, 11391062336, 28968, 77.9515380859 - 1136.45600009 * Output3_K128_RI_LPS_LR2.PNG
3, 128, 2, 1, 3, 48051744296, 122201, 181.040395101 - 1143.00099993 * Output3_K128_RI_LPS_LR3.PNG
3, 128, 2, 2, 1, 10130295467, 25762, 81.789004008 - 1251.89499998 * Output3_K128_RI_RPS_LR1.PNG
3, 128, 2, 2, 2, 5780231306, 14699, 58.3593037923 - 1276.4230001 * Output3_K128_RI_RPS_LR2.PNG
3, 128, 2, 2, 3, 5584743970, 14202, 61.1665395101 - 1284.89500022 * Output3_K128_RI_RPS_LR3.PNG
3, 128, 3, 1, 1, 68136863048, 173281, 101.479705811 - 1132.30599999 * Output3_K128_MCCI_LPS_LR1.PNG
3, 128, 3, 1, 2, 2154043394, 5478, 35.7938283285 - 1135.648 * Output3_K128_MCCI_LPS_LR2.PNG
3, 128, 3, 1, 3, 8756719930, 22269, 85.0015309652 - 1156.30200005 * Output3_K128_MCCI_LPS_LR3.PNG
3, 128, 3, 2, 1, 24645148986, 62675, 69.3645426432 - 1195.20499992 * Output3_K128_MCCI_RPS_LR1.PNG
3, 128, 3, 2, 2, 1756629084, 4467, 23.4323221842 - 1202.10300016 * Output3_K128_MCCI_RPS_LR2.PNG
3, 128, 3, 2, 3, 1156273159, 2940, 28.6469904582 - 1257.74899983 * Output3_K128_MCCI_RPS_LR3.PNG
3, 128, 4, 1, 1, 809160811, 2057, 25.8344192505 - 1215.273 * Output3_K128_MI_LPS_LR1.PNG
3, 128, 4, 1, 2, 1993422051, 5069, 36.5238571167 - 1150.64700007 * Output3_K128_MI_LPS_LR2.PNG
3, 128, 4, 1, 3, 11058977421, 28124, 96.2304560343 - 1231.4059999 * Output3_K128_MI_LPS_LR3.PNG
3, 128, 4, 2, 1, 853510872, 2170, 25.2090454102 - 1264.75600004 * Output3_K128_MI_RPS_LR1.PNG
3, 128, 4, 2, 2, 878195334, 2233, 21.0049235026 - 1243.51699996 * Output3_K128_MI_RPS_LR2.PNG
3, 128, 4, 2, 3, 1358294655, 3454, 30.5404230754 - 1273.58500004 * Output3_K128_MI_RPS_LR3.PNG
3, 256, 2, 1, 1, 1936950174, 4925, 38.3232269287 - 2190.37100005 * Output3_K256_RI_LPS_LR1.PNG
3, 256, 2, 1, 2, 4583674843, 11656, 51.9375279744 - 2219.21399999 * Output3_K256_RI_LPS_LR2.PNG
3, 256, 2, 1, 3, 28673139990, 72919, 129.550643921 - 2198.82700014 * Output3_K256_RI_LPS_LR3.PNG
3, 256, 2, 2, 1, 2274120604, 5783, 41.7492472331 - 2366.54399991 * Output3_K256_RI_RPS_LR1.PNG
3, 256, 2, 2, 2, 1646755630, 4187, 30.2119344076 - 2421.5 * Output3_K256_RI_RPS_LR2.PNG
3, 256, 2, 2, 3, 2233775537, 5680, 39.9874954224 - 2439.56700015 * Output3_K256_RI_RPS_LR3.PNG
3, 256, 3, 1, 1, 6702937892, 17046, 38.8216094971 - 2189.36899996 * Output3_K256_MCCI_LPS_LR1.PNG
3, 256, 3, 1, 2, 762412431, 1938, 20.7512639364 - 2210.87700009 * Output3_K256_MCCI_LPS_LR2.PNG
3, 256, 3, 1, 3, 2304896502, 5861, 44.7084096273 - 2157.86599994 * Output3_K256_MCCI_LPS_LR3.PNG
3, 256, 3, 2, 1, 5893607247, 14988, 35.3615442912 - 2204.61400008 * Output3_K256_MCCI_RPS_LR1.PNG
3, 256, 3, 2, 2, 771111417, 1961, 15.970278422 - 2235.92999983 * Output3_K256_MCCI_RPS_LR2.PNG
3, 256, 3, 2, 3, 410611466, 1044, 17.518931071 - 2384.64999986 * Output3_K256_MCCI_RPS_LR3.PNG
3, 256, 4, 1, 1, 303881127, 772, 16.265663147 - 2379.66000009 * Output3_K256_MI_LPS_LR1.PNG
3, 256, 4, 1, 2, 604805001, 1538, 20.4338556925 - 2249.37299991 * Output3_K256_MI_LPS_LR2.PNG
3, 256, 4, 1, 3, 2136566566, 5433, 41.9258728027 - 2413.91700006 * Output3_K256_MI_LPS_LR3.PNG
3, 256, 4, 2, 1, 298910616, 760, 16.0766855876 - 2461.65999985 * Output3_K256_MI_RPS_LR1.PNG
3, 256, 4, 2, 2, 298276984, 758, 13.1104939779 - 2429.56400013 * Output3_K256_MI_RPS_LR2.PNG
3, 256, 4, 2, 3, 410483785, 1043, 17.7891260783 - 2454.45099998 * Output3_K256_MI_RPS_LR3.PNG

Average of 108 run(s) in seconds: 
804.253009266
Average of 108 run(s) in minutes: 
13.4042168211
